id,date,merchant,description,amount,category,subcategory,source_card,receipt_status,receipt_email_id,receipt_email_subject,receipt_file,email_search_query,submission_status,priority,business_purpose,notes
BF-20250702-003,2025-07-02,DoorDash,DoorDash - Delivery,20.76,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250703-001,2025-07-03,DoorDash,DoorDash - Delivery,31.20,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250707-001,2025-07-07,DoorDash,DoorDash - Delivery,26.62,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH ROYALGREE 855-431-0459 CA
BF-20250708-002,2025-07-08,Mensho,Mensho - Restaurant,45.67,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*MENSHO - GEARY San Francisco CA
BF-20250708-001,2025-07-08,DoorDash,DoorDash - Delivery,24.06,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH DIMSUMSAM 855-431-0459 CA
BF-20250709-002,2025-07-09,Gyu,Gyu - Restaurant,357.12,Meals,Restaurant,Chase,pending,,,,,pending,high,Business restaurant,Backfill: GYU KAKU RESTAURANT 408-3431088 CA
BF-20250709-003,2025-07-09,Kajiken,Kajiken - Restaurant,95.26,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* KAJIKEN SAN MATEO CA
BF-20250709-001,2025-07-09,Lyft,Lyft - Rideshare,35.56,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *2 RIDES 07-07 HELP.LYFT.COM CA
BF-20250710-001,2025-07-10,Google,Google - Other,21.76,Meals,Other,Chase,pending,,,,,pending,medium,Business other,Backfill: GOOGLE *Google One 855-836-3987 CA
BF-20250711-002,2025-07-11,DoorDash,DoorDash - Delivery,37.29,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SAMWOOJUN 855-431-0459 CA
BF-20250711-001,2025-07-11,DoorDash,DoorDash - Delivery,32.44,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH DASHMART 855-431-0459 CA
BF-20250712-002,2025-07-12,Lyft,Lyft - Rideshare,69.49,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *2 RIDES 07-10 HELP.LYFT.COM CA
BF-20250712-003,2025-07-12,Hamburger,Hamburger - Restaurant,46.73,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*HAMBURGER AMERICA New York NY
BF-20250712-001,2025-07-12,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250713-002,2025-07-13,Stumptown,Stumptown - Restaurant,43.00,Meals,Restaurant,Chase,email_available,,,,from:messenger@messaging.squareup.com stumptown,pending,medium,Business restaurant,Backfill: SQ *STUMPTOWN COFFEE ROAS New York NY
BF-20250713-001,2025-07-13,DoorDash,DoorDash - Delivery,27.66,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SAMWOOJUN 855-431-0459 CA
BF-20250714-004,2025-07-14,Recruit Pro,Recruit Pro - Recruiting,149.00,Software,Recruiting,Amex,pending,,,,,pending,medium,Business recruiting,Backfill: RECRUIT PRO         LONG ISLAND CITY    NY
BF-20250714-001,2025-07-14,Taim,Taim - Restaurant,40.37,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* TAIM - NOLITA NEW YORK NY
BF-20250714-003,2025-07-14,DoorDash,DoorDash - Delivery,29.07,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH DASHMART 855-431-0459 CA
BF-20250714-002,2025-07-14,DoorDash,DoorDash - Delivery,24.54,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH HANDYNAST 855-431-0459 CA
BF-20250715-001,2025-07-15,Dos,Dos - Restaurant,26.80,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250716-001,2025-07-16,DoorDash,DoorDash - Delivery,31.20,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250717-001,2025-07-17,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250718-004,2025-07-18,Gotham,Gotham - Restaurant,58.79,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*GOTHAM BURGER NYC New York NY
BF-20250718-001,2025-07-18,Uber,Uber - Rideshare,38.90,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *EATS HELP.UBER.COM CA
BF-20250718-005,2025-07-18,DoorDash,DoorDash - Delivery,26.96,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH GOPUFF 855-431-0459 CA
BF-20250718-003,2025-07-18,Dos,Dos - Restaurant,26.53,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250718-002,2025-07-18,Uber,Uber - Rideshare,21.14,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *EATS HELP.UBER.COM CA
BF-20250719-001,2025-07-19,DoorDash,DoorDash - Delivery,45.24,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SAIGONSHA 855-431-0459 CA
BF-20250720-001,2025-07-20,Lyft,Lyft - Rideshare,82.54,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *1 RIDE 07-18 HELP.LYFT.COM CA
BF-20250720-004,2025-07-20,Amc,Amc - Other,27.99,Meals,Other,Amex,pending,,,,,pending,medium,Business other,Backfill: AMC 9640 ONLINE*9640LEAWOOD             KS
BF-20250720-002,2025-07-20,Book,Book - Restaurant,25.77,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*BOOK CLUB BAR New York NY
BF-20250720-003,2025-07-20,DoorDash,DoorDash - Delivery,21.94,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250721-001,2025-07-21,DoorDash,DoorDash - Delivery,31.16,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SERAFINA 855-431-0459 CA
BF-20250723-002,2025-07-23,Amazon,Amazon - Supplies,156.23,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*R85XC1MX3 Amzn.com/bill WA
BF-20250723-001,2025-07-23,Amazon,Amazon - Supplies,87.09,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*9D09Z6TM3 Amzn.com/bill WA
BF-20250723-003,2025-07-23,Amazon,Amazon - Supplies,48.98,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*X84MI2UY3 Amzn.com/bill WA
BF-20250724-003,2025-07-24,Apple,Apple - Hardware,87.34,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE KOREA LIMITED SEOUL
BF-20250724-002,2025-07-24,DoorDash,DoorDash - Delivery,27.23,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH DASHMART 855-431-0459 CA
BF-20250724-001,2025-07-24,DoorDash,DoorDash - Delivery,23.58,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOMTUMDER 855-431-0459 CA
BF-20250726-002,2025-07-26,DoorDash,DoorDash - Delivery,24.01,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH CHARLIEBI 855-431-0459 CA
BF-20250726-001,2025-07-26,DoorDash,DoorDash - Delivery,21.94,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250728-001,2025-07-28,Dos,Dos - Restaurant,20.88,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250729-002,2025-07-29,DoorDash,DoorDash - Delivery,48.68,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250729-001,2025-07-29,DoorDash,DoorDash - Delivery,28.04,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH XIANFAMOU 855-431-0459 CA
BF-20250730-001,2025-07-30,DoorDash,DoorDash - Delivery,29.71,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH THEHALALG 855-431-0459 CA
BF-20250731-004,2025-07-31,Delta Air Lines,Delta Air Lines - Airlines,358.48,Travel,Airlines,Amex,email_available,,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,high,Business airlines,Backfill: DELTA AIR LINES
BF-20250731-003,2025-07-31,Hamburger,Hamburger - Restaurant,26.33,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*HAMBURGER AMERICA New York NY
BF-20250731-001,2025-07-31,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SANMARZAN 855-431-0459 CA
BF-20250731-002,2025-07-31,DoorDash,DoorDash - Delivery,23.58,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH SOMTUMDER 855-431-0459 CA
BF-20250802-001,2025-08-02,DoorDash,DoorDash - Delivery,28.90,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH DANANDJOH 855-431-0459 CA
BF-20250803-001,2025-08-03,Lyft,Lyft - Rideshare,135.38,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *2 RIDES 08-01 HELP.LYFT.COM CA
BF-20250806-001,2025-08-06,Lyft,Lyft - Rideshare,38.80,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *3 RIDES 08-04 HELP.LYFT.COM CA
BF-20250808-001,2025-08-08,Lyft,Lyft - Rideshare,25.26,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *2 RIDES 08-06 HELP.LYFT.COM CA
BF-20250809-001,2025-08-09,Amazon,Amazon - Supplies,108.82,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*G43A63PF3 Amzn.com/bill WA
BF-20250811-001,2025-08-11,Uber,Uber - Rideshare,49.53,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250812-001,2025-08-12,Uber,Uber - Rideshare,24.08,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250814-002,2025-08-14,Nola,Nola - Restaurant,41.43,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*NOLA - PALO ALTO 650-328-2722 CA
BF-20250814-001,2025-08-14,Uber,Uber - Rideshare,23.99,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *EATS HELP.UBER.COM CA
BF-20250815-002,2025-08-15,Uber,Uber - Rideshare,35.23,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250815-001,2025-08-15,Uber,Uber - Rideshare,34.10,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250816-001,2025-08-16,Dan,Dan - Restaurant,21.55,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *DAN AND JOHN'S WINGS New York NY
BF-20250817-001,2025-08-17,Gotham,Gotham - Restaurant,24.05,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*GOTHAM BURGER NYC New York NY
BF-20250819-001,2025-08-19,Uber,Uber - Rideshare,25.55,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250820-001,2025-08-20,Lyft,Lyft - Rideshare,43.88,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *2 RIDES 08-18 HELP.LYFT.COM CA
BF-20250821-002,2025-08-21,Garaje,Garaje - Restaurant,86.50,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250821-001,2025-08-21,Garaje,Garaje - Restaurant,28.56,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250823-001,2025-08-23,Lyft,Lyft - Rideshare,42.31,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *1 RIDE 08-21 HELP.LYFT.COM CA
BF-20250826-001,2025-08-26,Lyft,Lyft - Rideshare,39.99,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *1 RIDE 08-24 HELP.LYFT.COM CA
BF-20250826-002,2025-08-26,Los,Los - Restaurant,24.64,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
BF-20250827-001,2025-08-27,Lyft,Lyft - Rideshare,49.97,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *1 RIDE 08-25 HELP.LYFT.COM CA
BF-20250827-002,2025-08-27,Los,Los - Restaurant,23.64,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
BF-20250828-001,2025-08-28,Acadia,Acadia - Restaurant,93.43,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST* ACADIA NEW YORK NY
BF-20250828-002,2025-08-28,Amazon,Amazon - Supplies,86.01,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: Amazon.com*OM64A9NO3 Amzn.com/bill WA
BF-20250828-003,2025-08-28,Los,Los - Restaurant,24.95,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
BF-20250829-001,2025-08-29,Los,Los - Restaurant,32.10,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
BF-20250830-001,2025-08-30,Tokyo,Tokyo - Restaurant,38.47,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *TOKYO DRUMSTICK New York NY
BF-20250830-002,2025-08-30,Los,Los - Restaurant,31.10,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
BF-20250831-001,2025-08-31,La,La - Restaurant,69.24,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*LA DONG New York NY
BF-20250902-001,2025-09-02,Garaje,Garaje - Restaurant,83.00,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250902-002,2025-09-02,Uber,Uber - Rideshare,49.96,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250902-003,2025-09-02,Garaje,Garaje - Restaurant,20.49,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250903-001,2025-09-03,Apple,Apple - Hardware,2667.68,Equipment,Hardware,Amex,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,high,Business hardware,Backfill: APPLE ONLINE STORE  CUPERTINO           CA
BF-20250904-001,2025-09-04,Apple,Apple - Hardware,163.30,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20250910-003,2025-09-10,Apple,Apple - Hardware,1748.91,Equipment,Hardware,Amex,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,high,Business hardware,Backfill: APPLE ONLINE STORE  CUPERTINO           CA
BF-20250910-002,2025-09-10,Amazon,Amazon - Supplies,580.09,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,high,Business supplies,Backfill: AMAZON MKTPL*FJ5BX08F3 Amzn.com/bill WA
BF-20250910-001,2025-09-10,Lyft,Lyft - Rideshare,33.63,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: LYFT *1 RIDE 09-08 HELP.LYFT.COM CA
BF-20250911-001,2025-09-11,Apple,Apple - Hardware,108.86,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20250914-001,2025-09-14,IKEA,IKEA - Office Furniture,3032.24,Equipment,Office Furniture,Amex,email_available,,,,from:ikea,pending,high,Office furniture setup,Backfill: IKEA EAST PALO ALTO PALO ALTO CA
BF-20250914-001,2025-09-14,Uber,Uber - Rideshare,45.34,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250918-001,2025-09-18,L?Industrie,L?Industrie - Restaurant,27.25,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *L?INDUSTRIE PIZZERIA New York NY
BF-20250919-001,2025-09-19,Dan,Dan - Restaurant,43.69,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *DAN AND JOHN'S WINGS New York NY
BF-20250920-002,2025-09-20,Dinosaur,Dinosaur - Restaurant,67.66,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*DINOSAUR BAR-B-QUE - New York NY
BF-20250920-001,2025-09-20,Dinosaur,Dinosaur - Restaurant,21.51,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*DINOSAUR BAR-B-QUE - New York NY
BF-20250921-002,2025-09-21,Apple,Apple - Hardware,869.91,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,high,Business hardware,Backfill: APPLE STORE #R032 NEW YORK NY
BF-20250921-003,2025-09-21,Apple,Apple - Hardware,271.10,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,high,Business hardware,Backfill: APPLE STORE #R032 NEW YORK NY
BF-20250921-001,2025-09-21,Hamburger,Hamburger - Restaurant,26.74,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*HAMBURGER AMERICA New York NY
BF-20250922-002,2025-09-22,Garaje,Garaje - Restaurant,75.11,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250922-003,2025-09-22,Garaje,Garaje - Restaurant,26.18,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250922-001,2025-09-22,Apple,Apple - Hardware,21.32,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20250927-001,2025-09-27,Smashy,Smashy - Restaurant,24.99,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *SMASHY CLUB New York NY
BF-20250928-001,2025-09-28,Jeremy'S,Jeremy'S - Restaurant,30.83,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *JEREMY'S ALE HOUSE New York NY
BF-20250930-001,2025-09-30,Amazon,Amazon - Supplies,151.34,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON PRIME*NJ89268F1 Amzn.com/bill WA
BF-20251002-003,2025-10-02,Apple,Apple - Hardware,2195.40,Equipment,Hardware,Amex,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,high,Business hardware,Backfill: APPLE.COM/US        CUPERTINO           CA
BF-20251002-001,2025-10-02,Minami,Minami - Restaurant,305.75,Meals,Restaurant,Chase,pending,,,,,pending,high,Business restaurant,Backfill: SQ *MINAMI RESTAURANT TOR TORONTO ON
BF-20251002-002,2025-10-02,Uber,Uber - Rideshare,45.98,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20251003-001,2025-10-03,Apple,Apple - Hardware,108.86,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20251004-001,2025-10-04,Mitr,Mitr - Restaurant,458.79,Meals,Restaurant,Chase,pending,,,,,pending,high,Business restaurant,Backfill: TST*MITR THAI New York NY
BF-20251006-001,2025-10-06,Lyft,Lyft - Rideshare,22.04,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: CITIBIK*7 RIDES HELP.LYFT.COM CA
BF-20251011-002,2025-10-11,South,South - Restaurant,62.65,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*SOUTH OF THE CLOUDS New York NY
BF-20251012-002,2025-10-12,Apple,Apple - Hardware,271.10,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,high,Business hardware,Backfill: APPLE STORE #R032 NEW YORK NY
BF-20251012-001,2025-10-12,Stumptown,Stumptown - Restaurant,22.67,Meals,Restaurant,Chase,email_available,,,,from:messenger@messaging.squareup.com stumptown,pending,medium,Business restaurant,Backfill: SQ *STUMPTOWN COFFEE ROAS New York NY
BF-20251013-001,2025-10-13,Lyft,Lyft - Rideshare,25.31,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: CITIBIK*11 RIDES HELP.LYFT.COM CA
BF-20251014-001,2025-10-14,Amazon,Amazon - Supplies,109.61,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*NF3XW3922 Amzn.com/bill WA
BF-20251014-002,2025-10-14,Amazon,Amazon - Supplies,81.87,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*NF0AA3RP2 Amzn.com/bill WA
BF-20251016-001,2025-10-16,DoorDash,DoorDash - Delivery,43.10,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASHWEGMANS 855-431-0459 CA
BF-20251018-001,2025-10-18,Culture,Culture - Restaurant,135.99,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *CULTURE ESPRESSO New York NY
BF-20251019-001,2025-10-19,Pp*Doordash,Pp*Doordash - Delivery,75.98,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: PP*DOORDASH CVS 855-973-1040 CA
BF-20251019-002,2025-10-19,Hamburger,Hamburger - Restaurant,26.33,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*HAMBURGER AMERICA New York NY
BF-20251019-003,2025-10-19,Culture,Culture - Restaurant,25.48,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *CULTURE ESPRESSO New York NY
BF-20251021-002,2025-10-21,DoorDash,DoorDash - Delivery,57.48,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH CVS DOORDASH.COM CA
BF-20251021-001,2025-10-21,Apple,Apple - Hardware,21.32,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20251022-001,2025-10-22,Spring,Spring - Restaurant,29.94,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*SPRING SHABU-SHABU B Brighton MA
BF-20251026-001,2025-10-26,Amazon,Amazon - Supplies,43.54,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: Blink amzn.com/bill WA
BF-20251027-001,2025-10-27,Trident,Trident - Restaurant,21.21,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*TRIDENT BOOKSELLERS 617-267-8688 MA
BF-20251028-001,2025-10-28,Amazon,Amazon - Supplies,164.43,Equipment,Supplies,Amex,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MARKEPLACE NA PA
BF-20251028-002,2025-10-28,Amazon,Amazon - Supplies,75.64,Equipment,Supplies,Amex,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MARKEPLACE NA PA
