id,date,merchant,description,amount,category,subcategory,source_card,receipt_status,ramp_status,business_purpose,notes
BF-20250710-001,2025-07-10,Google,Google - Other,21.76,Meals,Other,Chase,pending,NOT_REIMBURSED,Business other,Backfill: GOOGLE *Google One 855-836-3987 CA
RCP-2025-07-10-001,2025-07-10,Zhangliang Malatang,Zhangliang Malatang San Mateo,102.67,Meals,Working Meals,Chase,photo,NOT_REIMBURSED,Working lunch - San Mateo,Chinese hot pot
BF-20250711-002,2025-07-11,DoorDash,DoorDash - Delivery,37.29,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SAMWOOJUN 855-431-0459 CA
BF-20250711-001,2025-07-11,DoorDash,DoorDash - Delivery,32.44,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH DASHMART 855-431-0459 CA
BF-20250712-002,2025-07-12,Lyft,Lyft - Rideshare,69.49,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *2 RIDES 07-10 HELP.LYFT.COM CA
BF-20250712-003,2025-07-12,Hamburger,Hamburger - Restaurant,46.73,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*HAMBURGER AMERICA New York NY
BF-20250712-001,2025-07-12,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250713-002,2025-07-13,Stumptown,Stumptown - Restaurant,43.00,Meals,Restaurant,Chase,email_available,NOT_REIMBURSED,Business restaurant,Backfill: SQ *STUMPTOWN COFFEE ROAS New York NY
BF-20250713-001,2025-07-13,DoorDash,DoorDash - Delivery,27.66,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SAMWOOJUN 855-431-0459 CA
BF-20250714-004,2025-07-14,Recruit Pro,Recruit Pro - Recruiting,149.00,Software,Recruiting,Amex,found,NOT_REIMBURSED,Business recruiting,Backfill: RECRUIT PRO         LONG ISLAND CITY    NY
BF-20250714-001,2025-07-14,Taim,Taim - Restaurant,40.37,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST* TAIM - NOLITA NEW YORK NY
BF-20250714-003,2025-07-14,DoorDash,DoorDash - Delivery,29.07,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH DASHMART 855-431-0459 CA
BF-20250714-002,2025-07-14,DoorDash,DoorDash - Delivery,24.54,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH HANDYNAST 855-431-0459 CA
BF-20250715-001,2025-07-15,Dos,Dos - Restaurant,26.80,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250716-001,2025-07-16,DoorDash,DoorDash - Delivery,31.20,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250717-001,2025-07-17,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250718-004,2025-07-18,Gotham,Gotham - Restaurant,58.79,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*GOTHAM BURGER NYC New York NY
BF-20250718-001,2025-07-18,Uber,Uber - Rideshare,38.90,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *EATS HELP.UBER.COM CA
BF-20250718-005,2025-07-18,DoorDash,DoorDash - Delivery,26.96,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH GOPUFF 855-431-0459 CA
BF-20250718-003,2025-07-18,Dos,Dos - Restaurant,26.53,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250718-002,2025-07-18,Uber,Uber - Rideshare,21.14,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *EATS HELP.UBER.COM CA
BF-20250719-001,2025-07-19,DoorDash,DoorDash - Delivery,45.24,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SAIGONSHA 855-431-0459 CA
RCPT-20250719-SN,2025-07-19,Sentry,Error monitoring Jul 2025,95.28,Software,Monitoring,Chase,found,NOT_REIMBURSED,Error monitoring for Promptfoo,Promptfoo infrastructure
BF-20250720-001,2025-07-20,Lyft,Lyft - Rideshare,82.54,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *1 RIDE 07-18 HELP.LYFT.COM CA
BF-20250720-004,2025-07-20,Amc,Amc - Other,27.99,Meals,Other,Amex,pending,NOT_REIMBURSED,Business other,Backfill: AMC 9640 ONLINE*9640LEAWOOD             KS
BF-20250720-002,2025-07-20,Book,Book - Restaurant,25.77,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*BOOK CLUB BAR New York NY
BF-20250720-003,2025-07-20,DoorDash,DoorDash - Delivery,21.94,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250721-001,2025-07-21,DoorDash,DoorDash - Delivery,31.16,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SERAFINA 855-431-0459 CA
BF-20250723-002,2025-07-23,Amazon,Amazon - Supplies,156.23,Equipment,Supplies,Chase,email_available,NOT_REIMBURSED,Business supplies,Backfill: AMAZON MKTPL*R85XC1MX3 Amzn.com/bill WA
BF-20250723-001,2025-07-23,Amazon,Amazon - Supplies,87.09,Equipment,Supplies,Chase,email_available,NOT_REIMBURSED,Business supplies,Backfill: AMAZON MKTPL*9D09Z6TM3 Amzn.com/bill WA
BF-20250723-003,2025-07-23,Amazon,Amazon - Supplies,48.98,Equipment,Supplies,Chase,email_available,NOT_REIMBURSED,Business supplies,Backfill: AMAZON MKTPL*X84MI2UY3 Amzn.com/bill WA
BF-20250724-003,2025-07-24,Apple,Apple - Hardware,87.34,Equipment,Hardware,Chase,email_available,NOT_REIMBURSED,Business hardware,Backfill: APPLE KOREA LIMITED SEOUL
BF-20250724-002,2025-07-24,DoorDash,DoorDash - Delivery,27.23,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH DASHMART 855-431-0459 CA
BF-20250724-001,2025-07-24,DoorDash,DoorDash - Delivery,23.58,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SOMTUMDER 855-431-0459 CA
RCPT-20250724-001,2025-07-24,Vanta,Vanta SOC2/HIPAA/GDPR compliance Q3 2025,3500.00,Software,Compliance,Amex,found,NOT_REIMBURSED,SOC2/HIPAA/GDPR compliance platform,Q3 2025 (Jul-Oct)
BF-20250726-002,2025-07-26,DoorDash,DoorDash - Delivery,24.01,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH CHARLIEBI 855-431-0459 CA
BF-20250726-001,2025-07-26,DoorDash,DoorDash - Delivery,21.94,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SIMPIZZA- 855-431-0459 CA
BF-20250728-001,2025-07-28,Dos,Dos - Restaurant,20.88,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST* DOS TOROS - CARMINE NEW YORK NY
BF-20250729-002,2025-07-29,DoorDash,DoorDash - Delivery,48.68,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SOOTHRTHA 855-431-0459 CA
BF-20250729-001,2025-07-29,DoorDash,DoorDash - Delivery,28.04,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH XIANFAMOU 855-431-0459 CA
BF-20250730-001,2025-07-30,DoorDash,DoorDash - Delivery,29.71,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH THEHALALG 855-431-0459 CA
BF-20250731-004,2025-07-31,Delta Air Lines,Delta Air Lines - Airlines,358.48,Travel,Airlines,Amex,found,NOT_REIMBURSED,Business airlines,Backfill: DELTA AIR LINES
BF-20250731-003,2025-07-31,Hamburger,Hamburger - Restaurant,26.33,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*HAMBURGER AMERICA New York NY
BF-20250731-001,2025-07-31,DoorDash,DoorDash - Delivery,25.76,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SANMARZAN 855-431-0459 CA
BF-20250731-002,2025-07-31,DoorDash,DoorDash - Delivery,23.58,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH SOMTUMDER 855-431-0459 CA
EXP-2025-08-01-001,2025-08-01,Uplift Desk,Standing Desk,4841.04,Equipment,Office Furniture,Chase,found,NOT_REIMBURSED,Home office equipment,
EXP-2025-08-01-002,2025-08-01,City of San Mateo,Parking - San Mateo Downtown,43.58,Travel,Parking,Chase,pending,NOT_REIMBURSED,Business parking - San Mateo office area,Multiple parking sessions
EXP-2025-08-01-003,2025-08-01,PayByPhone,Parking - Various SF Bay Area,33.54,Travel,Parking,Chase,pending,NOT_REIMBURSED,Business parking - Bay Area,Multiple parking sessions
RCP-2025-08-01-001,2025-08-01,Eataly,Eataly Las Vegas - MGM,37.93,Meals,Travel Meals,Credit,photo,NOT_REIMBURSED,Las Vegas business trip meal,Room 05114 D'Angelo Michael - Park MGM
EXP-2025-08-02-001,2025-08-02,Comcast/Xfinity,Internet Service (includes setup),369.22,Infrastructure,Remote Work,Chase,pending,NOT_REIMBURSED,Remote work internet infrastructure,Initial setup month
BF-20250802-001,2025-08-02,DoorDash,DoorDash - Delivery,28.90,Meals,Delivery,Chase,email_available,NOT_REIMBURSED,Business delivery,Backfill: DD *DOORDASH DANANDJOH 855-431-0459 CA
RCP-2025-08-02-001,2025-08-02,Ramen's Kitchen,Ramen Las Vegas,128.32,Meals,Travel Meals,Credit,photo,NOT_REIMBURSED,Las Vegas business trip meal,Las Vegas
EXP-2025-08-03-001,2025-08-03,OpenAI,ChatGPT Plus,217.75,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI development tools,
BF-20250803-001,2025-08-03,Lyft,Lyft - Rideshare,135.38,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *2 RIDES 08-01 HELP.LYFT.COM CA
EXP-2025-08-04-001,2025-08-04,WeWork,Coworking Space Day Pass,29.00,Infrastructure,Coworking,Chase,pending,NOT_REIMBURSED,Coworking space for meetings,Day pass
RCP-2025-08-04-001,2025-08-04,Best Friend,Best Friend Restaurant - Park MGM,169.06,Meals,Travel Meals,Credit,photo,NOT_REIMBURSED,Las Vegas business trip meal,Room 05114 DANGELO MICHAEL - charged to room
EXP-2025-08-05-001,2025-08-05,Replicate,AI Model Hosting,5.05,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI model hosting platform,Usage-based
EXP-2025-08-05-002,2025-08-05,Replicate,AI Model Hosting,12.25,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI model hosting platform,Usage-based
RCP-2025-08-05-001,2025-08-05,PRESS Cafe,PRESS Las Vegas,58.54,Meals,Travel Meals,Credit,photo,NOT_REIMBURSED,Las Vegas business trip meal,Cafe/coffee - croissants matcha
BF-20250806-001,2025-08-06,Lyft,Lyft - Rideshare,38.80,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *3 RIDES 08-04 HELP.LYFT.COM CA
RCP-2025-08-06-001,2025-08-06,Bagelmania,Bagelmania Las Vegas,65.58,Meals,Travel Meals,Credit,photo,NOT_REIMBURSED,Las Vegas business trip meal,252 Convention Center Dr
RCP-2025-08-XX-001,2025-08-06,Circa Legacy Club,Circa Resort Legacy Club Las Vegas,143.56,Meals,Travel Meals,Credit,photo,NOT_REIMBURSED,Las Vegas business trip meal,Rooftop bar
RCP-2025-08-XX-002,2025-08-07,Venetian Club,The Venetian Club Las Vegas,300.00,Meals,Travel Meals,Credit,photo,NOT_REIMBURSED,Las Vegas business trip team meal,Large party - extensive menu
EXP-2025-08-08-001,2025-08-08,Delta Air Lines,Business Flight,155.01,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-08-002,2025-08-08,Google Colab,AI Development Tools,10.88,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI/ML development platform,Monthly subscription
BF-20250808-001,2025-08-08,Lyft,Lyft - Rideshare,25.26,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *2 RIDES 08-06 HELP.LYFT.COM CA
RCP-2025-08-08-001,2025-08-08,Restaurant,Restaurant Las Vegas,256.76,Meals,Travel Meals,Credit,photo,NOT_REIMBURSED,Las Vegas business trip team meal,Michael D'Angelo signed
EXP-2025-08-09-001,2025-08-09,Chase Travel,Hotel Booking,483.51,Travel,Hotels,Chase,pending,NOT_REIMBURSED,Business travel accommodation,
BF-20250809-001,2025-08-09,Amazon,Amazon - Supplies,108.82,Equipment,Supplies,Chase,email_available,NOT_REIMBURSED,Business supplies,Backfill: AMAZON MKTPL*G43A63PF3 Amzn.com/bill WA
EXP-2025-08-10-001,2025-08-10,Park MGM,Nomad Las Vegas,2118.91,Travel,Hotels,Chase,found,NOT_REIMBURSED,Business conference accommodation,
EXP-2025-08-10-002,2025-08-10,MTA NYC Subway,NYC Subway - Travel Day,8.50,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - return from Vegas,Park MGM checkout same day
EXP-2025-08-10-003,2025-08-10,Google One,Cloud Storage,21.76,Software,Cloud Storage,Chase,pending,NOT_REIMBURSED,Cloud storage for work files,Monthly subscription
EXP-2025-08-10-004,2025-08-10,Cursor,AI Code Editor,10.89,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI-powered code editor,Monthly subscription
EXP-2025-08-10-005,2025-08-10,DoorDash,DD Siegels Bagels - CA,29.86,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-08-11-001,2025-08-11,Delta Air Lines,Business Flight,787.96,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-11-002,2025-08-11,MTA NYC Subway,NYC Subway - Travel Day,2.90,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - Delta flight day,Subway to airport
EXP-2025-08-11-003,2025-08-11,DoorDash,DD Empanada Mama - CA,25.14,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250811-001,2025-08-11,Uber,Uber - Rideshare,49.53,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
EXP-2025-08-12-001,2025-08-12,Anthropic,Claude API Usage,2500.00,Infrastructure,API Services,Amex,pending,NOT_REIMBURSED,AI/LLM API for product development,
EXP-2025-08-12-001,2025-08-12,DoorDash,DD Siddharta - CA,25.76,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250812-001,2025-08-12,Uber,Uber - Rideshare,24.08,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
EXP-2025-08-13-001,2025-08-13,Perplexity.AI,Pro Subscription,21.78,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI research tools,
EXP-2025-08-13-002,2025-08-13,MTA LIRR,LIRR to JFK Airport,14.00,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - JFK to SF business trip,LIRR ticket to Jamaica/JFK
EXP-2025-08-13-003,2025-08-13,Babelcloud/Gru.AI,AI Assistant Subscription,19.90,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI development tools,Monthly subscription
EXP-2025-08-13-004,2025-08-13,DoorDash,DD Siddharta - CA,24.77,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-08-13-005,2025-08-13,DoorDash,DD Levain Bakery - CA,26.59,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-08-14-001,2025-08-14,Delta Air Lines,Business Flight,378.48,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-14-002,2025-08-14,HotelTonight,Home2 Suites,184.00,Travel,Hotels,Chase,found,NOT_REIMBURSED,Business travel accommodation,
EXP-2025-08-14-003,2025-08-14,Recruit Pro,Recruiting Tool,149.00,Software,HR Tools,Amex,found,NOT_REIMBURSED,Team hiring,
BF-20250814-002,2025-08-14,Nola,Nola - Restaurant,41.43,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*NOLA - PALO ALTO 650-328-2722 CA
BF-20250814-001,2025-08-14,Uber,Uber - Rideshare,23.99,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *EATS HELP.UBER.COM CA
EXP-2025-08-15-001,2025-08-15,Anthropic,Claude API Usage,1502.14,Infrastructure,API Services,Amex,pending,NOT_REIMBURSED,AI/LLM API for product development,
EXP-2025-08-15-001,2025-08-15,DoorDash,DD 7th Street - CA,21.97,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250815-002,2025-08-15,Uber,Uber - Rideshare,35.23,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250815-001,2025-08-15,Uber,Uber - Rideshare,34.10,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250816-001,2025-08-16,Dan,Dan - Restaurant,21.55,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *DAN AND JOHN'S WINGS New York NY
EXP-2025-08-17-001,2025-08-17,Delta Air Lines,Business Flight,386.96,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-17-002,2025-08-17,Stanford Court SF,Hotel Stay,770.72,Travel,Hotels,Chase,found,NOT_REIMBURSED,SF business trip accommodation,
EXP-2025-08-17-003,2025-08-17,MTA NYC Subway,NYC Subway - Travel Day,7.15,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - SF business trip,Stanford Court booking same day
EXP-2025-08-17-004,2025-08-17,Amazon,Coat Racks (2x Mid Century Modern),131.56,Equipment,Office Furniture,Chase,found,NOT_REIMBURSED,San Mateo office furniture,Order #112-9029470-0736266
EXP-2025-08-17-005,2025-08-17,Amazon,Door Hardware (pull plate + stoppers),15.87,Equipment,Office Supplies,Chase,found,NOT_REIMBURSED,San Mateo office supplies,Order #112-8929762-7833032
EXP-2025-08-17-006,2025-08-17,DoorDash,DD Taco Mahal - CA,17.59,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-08-17-007,2025-08-17,DoorDash,DD Siddharta - CA,25.76,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-08-17-008,2025-08-17,DoorDash,DD Taco Mahal - CA,24.45,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250817-001,2025-08-17,Gotham,Gotham - Restaurant,24.05,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*GOTHAM BURGER NYC New York NY
EXP-2025-08-18-001,2025-08-18,MTA LIRR,LIRR from JFK Airport,5.00,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - return from SF,LIRR ticket from JFK
EXP-2025-08-18-002,2025-08-18,NYC Ferry,NYC Ferry - Travel Day,4.50,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - return from SF,Ferry on travel day
EXP-2025-08-18-003,2025-08-18,Peet's Coffee,Coffee - San Mateo,3.70,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo office,
EXP-2025-08-19-001,2025-08-19,Kajiken,Team Lunch San Mateo,108.13,Meals,Team Meals,Chase,found,NOT_REIMBURSED,Team meal - Promptfoo office,
EXP-2025-08-19-002,2025-08-19,Amazon,Office Supplies (hangers/anchors/scissors/tape),48.73,Equipment,Office Supplies,Chase,found,NOT_REIMBURSED,San Mateo office supplies,Order #112-1356884-9469035
EXP-2025-08-19-003,2025-08-19,Amazon,Office Supplies (power strips/cable mgmt),182.40,Equipment,Office Supplies,Chase,found,NOT_REIMBURSED,San Mateo office supplies,Order #112-2833716-1158656
EXP-2025-08-19-004,2025-08-19,Philz Coffee,Coffee - San Mateo,13.63,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo office,
EXP-2025-08-19-005,2025-08-19,Teleferic Barcelona,Team Dinner Palo Alto,76.28,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Business meal - Palo Alto,
BF-20250819-001,2025-08-19,Uber,Uber - Rideshare,25.55,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
RCPT-20250819-SN,2025-08-19,Sentry,Error monitoring Aug 2025,95.28,Software,Monitoring,Chase,found,NOT_REIMBURSED,Error monitoring for Promptfoo,Promptfoo infrastructure
RCP-2025-08-19-001,2025-08-19,Il Pastaio,Il Pastaio NYC,95.76,Meals,Travel Meals,Visa 2030,photo,NOT_REIMBURSED,NYC business trip meal,206 9th Ave - DANGELO MICHAEL
EXP-2025-08-20-001,2025-08-20,Backhaus,Bakery - Burlingame,11.75,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee/pastry - Burlingame,
EXP-2025-08-20-002,2025-08-20,Uber Eats,Uber Eats Delivery - CA,23.30,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Uber Eats delivery - Bay Area,Credit card statement
BF-20250820-001,2025-08-20,Lyft,Lyft - Rideshare,43.88,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *2 RIDES 08-18 HELP.LYFT.COM CA
EXP-2025-08-21-001,2025-08-21,Anthropic,Claude API Usage,1500.11,Infrastructure,API Services,Amex,found,NOT_REIMBURSED,AI/LLM API for product development,
EXP-2025-08-21-002,2025-08-21,Stanford Court SF,Hotel Incidentals,38.24,Travel,Hotels,Chase,found,NOT_REIMBURSED,SF business trip accommodation,
EXP-2025-08-21-003,2025-08-21,Claude.ai,Pro Subscription,217.75,Software,AI Tools,Amex,found,NOT_REIMBURSED,AI development tools,
EXP-2025-08-21-004,2025-08-21,Thanh Long,Team Dinner SF,280.06,Meals,Team Meals,Chase,pending,NOT_REIMBURSED,Team meal with colleagues,
EXP-2025-08-21-005,2025-08-21,Amazon,Samsung Monitors (49in curved + 2x32in 4K),1836.70,Equipment,Computer Monitors,Chase,found,NOT_REIMBURSED,San Mateo office monitors,Order #112-5898970-1597836
EXP-2025-08-21-006,2025-08-21,Amazon,Monitor Arms + Blink Mini 2 Cameras,130.41,Equipment,Office Equipment,Chase,found,NOT_REIMBURSED,San Mateo office equipment,Order #112-5865496-1717007
EXP-2025-08-21-007,2025-08-21,Amazon,Nest WiFi Pro + Smart Switches + Batteries,784.24,Equipment,Office Tech,Chase,found,NOT_REIMBURSED,San Mateo office networking,Order #112-5464705-6306623
EXP-2025-08-21-008,2025-08-21,Amazon,BLACK+DECKER Tool Kit,109.57,Equipment,Office Supplies,Chase,found,NOT_REIMBURSED,San Mateo office supplies,Order #112-9352549-6687439
EXP-2025-08-21-009,2025-08-21,Amazon,EUHOMY Beverage Refrigerator,325.58,Equipment,Office Appliances,Chase,found,NOT_REIMBURSED,San Mateo office kitchen,Order #112-8401734-2142615
EXP-2025-08-21-010,2025-08-21,Amazon,Anker USB-C Cables,48.22,Equipment,Office Supplies,Chase,found,NOT_REIMBURSED,San Mateo office supplies,Order #112-3377877-2162603
EXP-2025-08-21-011,2025-08-21,Amazon,Skateboard Wall Hangers,10.95,Equipment,Office Decor,Chase,found,NOT_REIMBURSED,San Mateo office decor,Order #112-9910048-7217860
EXP-2025-08-21-012,2025-08-21,Amazon,Brookstone Mesh Wastebaskets (3 pack),60.28,Equipment,Office Supplies,Chase,found,NOT_REIMBURSED,San Mateo office supplies,Order #112-0567563-6204245
EXP-2025-08-21-013,2025-08-21,Kaz Teriyaki,Lunch - San Mateo,35.94,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo,
EXP-2025-08-21-014,2025-08-21,DoorDash,DD Taqueria - CA,17.21,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250821-002,2025-08-21,Garaje,Garaje - Restaurant,86.50,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250821-001,2025-08-21,Garaje,Garaje - Restaurant,28.56,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
RCP-2025-08-21-001,2025-08-21,MOMO noodle,MOMO noodle SF,43.08,Meals,Working Meals,Visa 2030,photo,NOT_REIMBURSED,Working lunch - SF,865 Market St SF
EXP-2025-08-22-001,2025-08-22,Delta Air Lines,Business Flight,100.01,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-22-002,2025-08-22,Zoom,Video Conferencing,66.88,Software,Communication,Chase,pending,NOT_REIMBURSED,Remote collaboration,
EXP-2025-08-22-001,2025-08-22,Pancho Villa,Lunch - San Mateo,20.01,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo,
EXP-2025-08-22-002,2025-08-22,Peet's Coffee,Coffee - San Mateo,4.55,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo office,
EXP-2025-08-22-003,2025-08-22,DoorDash,DD Philz Coffee - CA,13.41,Meals,Coffee,Chase,pending,NOT_REIMBURSED,DoorDash coffee delivery - Bay Area,Credit card statement
EXP-2025-08-23-001,2025-08-23,Amazon,Google TV Streamer + Cables + Accessories,165.85,Equipment,Office Tech,Chase,found,NOT_REIMBURSED,San Mateo office AV equipment,Order #112-0764581-2695412
EXP-2025-08-23-002,2025-08-23,Momo Noodle,Lunch - SF,43.08,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - SF,
EXP-2025-08-23-003,2025-08-23,DoorDash,DD Philz Coffee - CA,13.49,Meals,Coffee,Chase,pending,NOT_REIMBURSED,DoorDash coffee delivery - Bay Area,Credit card statement
EXP-2025-08-23-004,2025-08-23,DoorDash,DD Rise Woodfire - CA,27.14,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250823-001,2025-08-23,Lyft,Lyft - Rideshare,42.31,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *1 RIDE 08-21 HELP.LYFT.COM CA
